brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,number_of_cells,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url,acceleration_efficiency,charging_speed_km_per_min,acceleration_class
Opel,Mokka Electric,150,50.8,Lithium-ion,102.0,260.0,126,285,9.0,85.0,CCS,0.0,310,5,FWD,JB - Compact,4151,1790,1534,SUV,https://ev-database.org/car/3051/Opel-Mokka-Electric,5.644444444444444,11.243386243386244,Slow
Opel,Zafira-e Life L2 50 kWh,130,46.3,Lithium-ion,216.0,270.0,217,180,13.3,78.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2260/Opel-Zafira-e-Life-L2-50-kWh,3.4812030075187965,5.990783410138249,Very Slow
Opel,Zafira-e Life L2 75 kWh,130,68.0,Lithium-ion,324.0,270.0,202,260,14.2,79.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2262/Opel-Zafira-e-Life-L2-75-kWh,4.788732394366197,6.518151815181517,Very Slow
Opel,Zafira-e Life L3 50 kWh,130,46.3,Lithium-ion,216.0,270.0,219,180,13.3,78.0,CCS,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2261/Opel-Zafira-e-Life-L3-50-kWh,3.4812030075187965,5.936073059360731,Very Slow
Opel,Zafira-e Life L3 75 kWh,130,68.0,Lithium-ion,324.0,260.0,204,260,14.2,79.0,CCS,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2263/Opel-Zafira-e-Life-L3-75-kWh,4.788732394366197,6.454248366013072,Very Slow
Peugeot,e-2008 50 kWh,150,46.3,Lithium-ion,216.0,260.0,136,270,9.9,78.0,CCS,0.0,434,5,FWD,JB - Compact,4304,1775,1523,SUV,https://ev-database.org/car/1946/Peugeot-e-2008-50-kWh,4.6767676767676765,9.558823529411764,Slow
Peugeot,e-2008 54 kWh,150,50.8,Lithium-ion,102.0,260.0,125,300,9.1,85.0,CCS,0.0,434,5,FWD,JB - Compact,4304,1775,1523,SUV,https://ev-database.org/car/1947/Peugeot-e-2008-54-kWh,5.582417582417582,11.333333333333334,Slow
Peugeot,e-208 50 kWh,150,46.3,Lithium-ion,216.0,260.0,132,290,9.0,78.0,CCS,0.0,265,5,FWD,B - Compact,4055,1765,1430,Hatchback,https://ev-database.org/car/1948/Peugeot-e-208-50-kWh,5.144444444444444,9.848484848484848,Slow
Peugeot,e-208 51 kWh,150,48.1,Lithium-ion,96.0,260.0,120,310,8.2,80.0,CCS,0.0,265,5,FWD,B - Compact,4055,1765,1430,Hatchback,https://ev-database.org/car/1949/Peugeot-e-208-51-kWh,5.865853658536586,11.11111111111111,Slow
Peugeot,e-3008 73 kWh,170,73.0,Lithium-ion,96.0,345.0,143,380,8.8,90.0,CCS,1250.0,588,5,FWD,JC - Medium,4542,1895,1641,SUV,https://ev-database.org/car/2003/Peugeot-e-3008-73-kWh,8.295454545454545,10.489510489510488,Slow
Peugeot,e-3008 73 kWh Dual Motor,170,73.0,Lithium-ion,96.0,511.0,195,375,6.4,90.0,CCS,1135.0,588,5,AWD,JC - Medium,4542,1895,1641,SUV,https://ev-database.org/car/2004/Peugeot-e-3008-73-kWh-Dual-Motor,11.40625,7.6923076923076925,Moderate
Peugeot,e-3008 97 kWh Long Range,170,96.9,Lithium-ion,,345.0,145,500,8.7,135.0,CCS,1200.0,588,5,FWD,JC - Medium,4542,1895,1641,SUV,https://ev-database.org/car/2005/Peugeot-e-3008-97-kWh-Long-Range,11.13793103448276,15.517241379310345,Slow
Peugeot,e-308,170,50.8,Lithium-ion,102.0,260.0,124,300,9.8,80.0,CCS,0.0,412,5,FWD,C - Medium,4367,1852,1441,Hatchback,https://ev-database.org/car/1744/Peugeot-e-308,5.183673469387754,10.75268817204301,Slow
Peugeot,e-308 SW,150,50.8,Lithium-ion,102.0,260.0,127,300,10.0,80.0,CCS,223.0,608,5,FWD,C - Medium,4636,1852,1442,Station/Estate,https://ev-database.org/car/1745/Peugeot-e-308-SW,5.08,10.498687664041995,Slow
Peugeot,e-408 58 kWh,160,58.3,Lithium-ion,,345.0,129,375,7.2,70.0,CCS,459.0,471,5,FWD,JD - Large,4687,1859,1478,SUV,https://ev-database.org/car/3066/Peugeot-e-408-58-kWh,8.097222222222221,9.04392764857881,Moderate
Peugeot,e-5008 73 kWh,170,73.0,Lithium-ion,96.0,345.0,150,370,9.7,90.0,CCS,1000.0,348,7,FWD,JD - Large,4791,1895,1694,SUV,https://ev-database.org/car/2149/Peugeot-e-5008-73-kWh,7.5257731958762895,10.0,Slow
Peugeot,e-5008 73 kWh Dual Motor,170,73.0,Lithium-ion,96.0,511.0,203,360,7.0,90.0,CCS,1172.5,348,7,AWD,JD - Large,4791,1895,1694,SUV,https://ev-database.org/car/2150/Peugeot-e-5008-73-kWh-Dual-Motor,10.428571428571429,7.389162561576355,Moderate
Peugeot,e-5008 97 kWh Long Range,170,96.9,Lithium-ion,,345.0,152,485,9.6,135.0,CCS,1000.0,348,7,FWD,JD - Large,4791,1895,1694,SUV,https://ev-database.org/car/2151/Peugeot-e-5008-97-kWh-Long-Range,10.093750000000002,14.802631578947368,Slow
Peugeot,e-Rifter M 50 kWh,132,50.0,Lithium-ion,,270.0,152,235,11.7,80.0,CCS,750.0,775,5,FWD,N - Passenger Van,4403,1921,1818,Small Passenger Van,https://ev-database.org/car/2163/Peugeot-e-Rifter-M-50-kWh,4.273504273504273,8.771929824561402,Very Slow
Peugeot,e-Rifter XL 50 kWh,132,50.0,Lithium-ion,,270.0,153,230,11.7,80.0,CCS,750.0,1050,7,FWD,N - Passenger Van,4755,1921,1837,Small Passenger Van,https://ev-database.org/car/2164/Peugeot-e-Rifter-XL-50-kWh,4.273504273504273,8.714596949891067,Very Slow
Peugeot,e-Traveller L2 50 kWh,130,46.3,Lithium-ion,216.0,270.0,217,180,13.3,78.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2256/Peugeot-e-Traveller-L2-50-kWh,3.4812030075187965,5.990783410138249,Very Slow
Peugeot,e-Traveller L2 75 kWh,130,68.0,Lithium-ion,324.0,270.0,202,260,14.2,79.0,CCS,1000.0,603,9,FWD,N - Passenger Van,4983,1920,1890,Small Passenger Van,https://ev-database.org/car/2258/Peugeot-e-Traveller-L2-75-kWh,4.788732394366197,6.518151815181517,Very Slow
Peugeot,e-Traveller L3 50 kWh,130,46.3,Lithium-ion,216.0,270.0,219,180,13.3,78.0,CCS,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2257/Peugeot-e-Traveller-L3-50-kWh,3.4812030075187965,5.936073059360731,Very Slow
Peugeot,e-Traveller L3 75 kWh,130,68.0,Lithium-ion,324.0,270.0,204,260,14.2,79.0,CCS,1000.0,989,9,FWD,N - Passenger Van,5333,1920,1890,Small Passenger Van,https://ev-database.org/car/2259/Peugeot-e-Traveller-L3-75-kWh,4.788732394366197,6.454248366013072,Very Slow
Polestar,2 Long Range Dual Motor (MY26),205,79.0,Lithium-ion,324.0,740.0,142,455,4.5,125.0,CCS,1500.0,407,5,AWD,D - Large,4606,1859,1479,Liftback Sedan,https://ev-database.org/car/3152/Polestar-2-Long-Range-Dual-Motor,17.555555555555557,14.671361502347418,Fast
Polestar,2 Long Range Performance (MY26),205,79.0,Lithium-ion,324.0,740.0,142,450,4.2,125.0,CCS,1500.0,407,5,AWD,D - Large,4606,1859,1473,Liftback Sedan,https://ev-database.org/car/3153/Polestar-2-Long-Range-Performance,18.80952380952381,14.671361502347418,Fast
Polestar,2 Long Range Single Motor (MY26),205,79.0,Lithium-ion,324.0,490.0,130,475,6.2,125.0,CCS,1500.0,407,5,RWD,D - Large,4606,1859,1479,Liftback Sedan,https://ev-database.org/car/3151/Polestar-2-Long-Range-Single-Motor,12.741935483870968,16.025641025641026,Moderate
Polestar,2 Standard Range Single Motor (MY26),205,67.0,Lithium-ion,,490.0,129,405,6.4,110.0,CCS,1500.0,407,5,RWD,D - Large,4606,1859,1479,Liftback Sedan,https://ev-database.org/car/3150/Polestar-2-Standard-Range-Single-Motor,10.46875,14.21188630490956,Moderate
Polestar,3 Long Range Dual motor,210,107.0,Lithium-ion,204.0,840.0,183,515,5.0,150.0,CCS,2200.0,484,5,AWD,JE - Executive,4900,1968,1614,SUV,https://ev-database.org/car/1758/Polestar-3-Long-Range-Dual-motor,21.4,13.66120218579235,Fast
Polestar,3 Long Range Performance,210,107.0,Lithium-ion,204.0,910.0,194,495,4.7,150.0,CCS,2200.0,484,5,AWD,JE - Executive,4900,1968,1614,SUV,https://ev-database.org/car/1759/Polestar-3-Long-Range-Performance,22.76595744680851,12.886597938144329,Fast
Polestar,3 Long Range Single motor,180,107.0,Lithium-ion,204.0,490.0,166,530,7.8,150.0,CCS,1500.0,484,5,RWD,JE - Executive,4900,1968,1614,SUV,https://ev-database.org/car/2229/Polestar-3-Long-Range-Single-motor,13.717948717948719,15.060240963855422,Moderate
Polestar,4 Long Range Dual Motor,200,94.0,Lithium-ion,110.0,686.0,165,485,3.8,135.0,CCS,2000.0,526,5,AWD,E - Executive,4839,2008,1544,Liftback Sedan,https://ev-database.org/car/1842/Polestar-4-Long-Range-Dual-Motor,24.736842105263158,13.636363636363635,Super Fast
Polestar,4 Long Range Single Motor,180,94.0,Lithium-ion,110.0,343.0,157,495,7.4,135.0,CCS,1500.0,526,5,RWD,E - Executive,4839,2008,1544,Liftback Sedan,https://ev-database.org/car/1841/Polestar-4-Long-Range-Single-Motor,12.702702702702702,14.331210191082802,Moderate
Porsche,Macan 4 Electric,220,95.0,Lithium-ion,180.0,650.0,184,470,5.2,200.0,CCS,2000.0,540,5,AWD,JD - Large,4784,1938,1622,SUV,https://ev-database.org/car/2084/Porsche-Macan-4-Electric,18.26923076923077,18.115942028985508,Fast
Porsche,Macan 4S Electric,240,95.0,Lithium-ion,180.0,820.0,186,470,4.1,200.0,CCS,2000.0,540,5,AWD,JD - Large,4784,1938,1622,SUV,https://ev-database.org/car/2244/Porsche-Macan-4S-Electric,23.170731707317074,17.921146953405017,Fast
Porsche,Macan Electric,220,95.0,Lithium-ion,180.0,563.0,177,495,5.7,200.0,CCS,2000.0,540,5,RWD,JD - Large,4784,1938,1623,SUV,https://ev-database.org/car/2083/Porsche-Macan-Electric,16.666666666666668,18.832391713747647,Fast
Porsche,Macan Turbo Electric,260,95.0,Lithium-ion,180.0,1001.0,183,460,3.3,200.0,CCS,2000.0,480,5,AWD,JD - Large,4784,1938,1621,SUV,https://ev-database.org/car/2085/Porsche-Macan-Turbo-Electric,28.78787878787879,18.214936247723134,Super Fast
Porsche,Taycan,230,82.3,Lithium-ion,,410.0,164,495,4.8,195.0,CCS,0.0,407,5,RWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/2098/Porsche-Taycan,17.145833333333332,19.817073170731707,Fast
Porsche,Taycan 4,230,82.3,Lithium-ion,,585.0,172,490,4.6,195.0,CCS,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/3060/Porsche-Taycan-4,17.891304347826086,18.895348837209305,Fast
Porsche,Taycan 4 Cross Turismo,220,97.0,Lithium-ion,396.0,610.0,188,510,4.7,281.0,CCS,0.0,446,5,AWD,F - Luxury,4974,1967,1409,Station/Estate,https://ev-database.org/car/2110/Porsche-Taycan-4-Cross-Turismo,20.638297872340424,24.911347517730498,Fast
Porsche,Taycan 4 Plus,230,97.0,Lithium-ion,396.0,610.0,175,565,4.6,281.0,CCS,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/3061/Porsche-Taycan-4-Plus,21.086956521739133,26.761904761904763,Fast
Porsche,Taycan 4S,250,82.3,Lithium-ion,,695.0,174,490,3.7,195.0,CCS,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/2100/Porsche-Taycan-4S,22.243243243243242,18.67816091954023,Super Fast
Porsche,Taycan 4S Cross Turismo,240,97.0,Lithium-ion,396.0,710.0,188,510,3.8,281.0,CCS,0.0,446,5,AWD,F - Luxury,4974,1967,1409,Station/Estate,https://ev-database.org/car/2111/Porsche-Taycan-4S-Cross-Turismo,25.526315789473685,24.911347517730498,Super Fast
Porsche,Taycan 4S Plus,250,97.0,Lithium-ion,396.0,710.0,177,565,3.7,281.0,CCS,0.0,407,5,AWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/2101/Porsche-Taycan-4S-Plus,26.216216216216214,26.45951035781544,Super Fast
Porsche,Taycan 4S Plus Sport Turismo,250,97.0,Lithium-ion,396.0,710.0,186,510,3.7,281.0,CCS,0.0,446,5,AWD,F - Luxury,4963,1966,1390,Station/Estate,https://ev-database.org/car/2107/Porsche-Taycan-4S-Plus-Sport-Turismo,26.216216216216214,25.17921146953405,Super Fast
Porsche,Taycan 4S Sport Turismo,250,82.3,Lithium-ion,,695.0,183,440,3.7,195.0,CCS,0.0,446,5,AWD,F - Luxury,4963,1966,1390,Station/Estate,https://ev-database.org/car/2106/Porsche-Taycan-4S-Sport-Turismo,22.243243243243242,17.759562841530055,Super Fast
Porsche,Taycan GTS,250,97.0,Lithium-ion,396.0,790.0,176,535,3.3,281.0,CCS,0.0,366,5,AWD,F - Luxury,4963,1966,1381,Sedan,https://ev-database.org/car/3062/Porsche-Taycan-GTS,29.393939393939394,26.609848484848484,Super Fast
Porsche,Taycan GTS Sport Turismo,250,97.0,Lithium-ion,396.0,790.0,185,505,3.3,281.0,CCS,0.0,405,5,AWD,F - Luxury,4963,1966,1392,Station/Estate,https://ev-database.org/car/3063/Porsche-Taycan-GTS-Sport-Turismo,29.393939393939394,25.315315315315317,Super Fast
Porsche,Taycan Plus,230,97.0,Lithium-ion,396.0,420.0,168,575,4.8,281.0,CCS,0.0,407,5,RWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/2099/Porsche-Taycan-Plus,20.208333333333336,27.87698412698413,Fast
Porsche,Taycan Plus Sport Turismo,230,97.0,Lithium-ion,396.0,420.0,176,530,4.8,281.0,CCS,0.0,446,5,RWD,F - Luxury,4963,1966,1390,Station/Estate,https://ev-database.org/car/2105/Porsche-Taycan-Plus-Sport-Turismo,20.208333333333336,26.609848484848484,Fast
Porsche,Taycan Sport Turismo,230,82.3,Lithium-ion,,410.0,173,460,4.8,195.0,CCS,0.0,446,5,RWD,F - Luxury,4963,1966,1390,Station/Estate,https://ev-database.org/car/2104/Porsche-Taycan-Sport-Turismo,17.145833333333332,18.78612716763006,Fast
Porsche,Taycan Turbo,260,97.0,Lithium-ion,396.0,940.0,174,535,2.7,281.0,CCS,0.0,366,5,AWD,F - Luxury,4963,1966,1379,Sedan,https://ev-database.org/car/2102/Porsche-Taycan-Turbo,35.925925925925924,26.915708812260537,Super Fast
Porsche,Taycan Turbo Cross Turismo,250,97.0,Lithium-ion,396.0,940.0,188,495,2.8,281.0,CCS,0.0,405,5,AWD,F - Luxury,4974,1967,1412,Station/Estate,https://ev-database.org/car/2112/Porsche-Taycan-Turbo-Cross-Turismo,34.642857142857146,24.911347517730498,Super Fast
Porsche,Taycan Turbo GT,290,97.0,Lithium-ion,396.0,1340.0,184,475,2.3,281.0,CCS,0.0,326,5,AWD,F - Luxury,4968,1966,1378,Sedan,https://ev-database.org/car/2144/Porsche-Taycan-Turbo-GT,42.173913043478265,25.452898550724637,Super Fast
Porsche,Taycan Turbo GT Weissach,305,97.0,Lithium-ion,396.0,1340.0,180,475,2.2,281.0,CCS,0.0,367,2,AWD,F - Luxury,4968,1966,1378,Sedan,https://ev-database.org/car/2145/Porsche-Taycan-Turbo-GT-Weissach,44.090909090909086,26.01851851851852,Super Fast
Porsche,Taycan Turbo S,260,97.0,Lithium-ion,396.0,1110.0,174,525,2.4,281.0,CCS,0.0,366,5,AWD,F - Luxury,4963,1966,1378,Sedan,https://ev-database.org/car/2103/Porsche-Taycan-Turbo-S,40.41666666666667,26.915708812260537,Super Fast
Porsche,Taycan Turbo S Cross Turismo,250,97.0,Lithium-ion,396.0,1110.0,188,485,2.5,281.0,CCS,0.0,405,5,AWD,F - Luxury,4974,1967,1407,Station/Estate,https://ev-database.org/car/2113/Porsche-Taycan-Turbo-S-Cross-Turismo,38.8,24.911347517730498,Super Fast
Porsche,Taycan Turbo S Sport Turismo,260,97.0,Lithium-ion,396.0,1110.0,183,505,2.4,281.0,CCS,0.0,405,5,AWD,F - Luxury,4963,1966,1388,Station/Estate,https://ev-database.org/car/2109/Porsche-Taycan-Turbo-S-Sport-Turismo,40.41666666666667,25.591985428051,Super Fast
Porsche,Taycan Turbo Sport Turismo,260,97.0,Lithium-ion,396.0,940.0,184,505,2.7,281.0,CCS,0.0,405,5,AWD,F - Luxury,4963,1966,1392,Station/Estate,https://ev-database.org/car/2108/Porsche-Taycan-Turbo-Sport-Turismo,35.925925925925924,25.452898550724637,Super Fast
Renault,4 E-Tech 40kWh 120hp,150,40.0,Lithium-ion,93.0,225.0,124,245,9.2,55.0,CCS,750.0,420,5,FWD,JB - Compact,4143,1796,1552,SUV,https://ev-database.org/car/3126/Renault-4-E-Tech-40kWh-120hp,4.347826086956522,7.39247311827957,Slow
Renault,4 E-Tech 52kWh 150hp,150,52.0,Lithium-ion,184.0,245.0,127,315,8.2,70.0,CCS,750.0,420,5,FWD,JB - Compact,4143,1796,1552,SUV,https://ev-database.org/car/3127/Renault-4-E-Tech-52kWh-150hp,6.341463414634147,9.186351706036744,Slow
Renault,5 E-Tech 40kWh 120hp,150,40.0,Lithium-ion,93.0,225.0,132,250,9.0,55.0,CCS,500.0,326,5,FWD,B - Compact,3922,1808,1489,Hatchback,https://ev-database.org/car/2134/Renault-5-E-Tech-40kWh-120hp,4.444444444444445,6.944444444444445,Slow
Renault,5 E-Tech 52kWh 150hp,150,52.0,Lithium-ion,184.0,245.0,129,320,8.0,70.0,CCS,500.0,326,5,FWD,B - Compact,3922,1808,1489,Hatchback,https://ev-database.org/car/2135/Renault-5-E-Tech-52kWh-150hp,6.5,9.04392764857881,Moderate
Renault,Kangoo E-Tech Electric,135,45.0,Lithium-ion,,245.0,158,225,12.6,50.0,CCS,1500.0,950,5,FWD,N - Passenger Van,4486,1860,1838,Small Passenger Van,https://ev-database.org/car/1802/Renault-Kangoo-E-Tech-Electric,3.5714285714285716,5.274261603375527,Very Slow
Renault,Kangoo Grand E-Tech Electric,130,45.0,Lithium-ion,,245.0,170,220,13.3,50.0,CCS,1500.0,500,7,FWD,N - Passenger Van,4911,1860,1815,Small Passenger Van,https://ev-database.org/car/2043/Renault-Kangoo-Grand-E-Tech-Electric,3.3834586466165413,4.901960784313726,Very Slow
Renault,Megane E-Tech EV60 130hp (TU2025),150,60.0,Lithium-ion,288.0,250.0,125,380,10.5,88.0,CCS,500.0,440,5,FWD,C - Medium,4200,1860,1505,Hatchback,https://ev-database.org/car/3131/Renault-Megane-E-Tech-EV60-130hp,5.714285714285714,11.733333333333333,Very Slow
Renault,Megane E-Tech EV60 220hp (TU2025),160,60.0,Lithium-ion,288.0,300.0,133,380,7.4,88.0,CCS,900.0,440,5,FWD,C - Medium,4200,1860,1505,Hatchback,https://ev-database.org/car/3132/Renault-Megane-E-Tech-EV60-220hp,8.108108108108107,11.027568922305765,Moderate
Renault,Scenic E-Tech EV60 170hp,150,60.0,Lithium-ion,192.0,280.0,144,340,8.6,75.0,CCS,1100.0,545,5,FWD,JC - Medium,4470,1864,1571,SUV,https://ev-database.org/car/2068/Renault-Scenic-E-Tech-EV60-170hp,6.976744186046512,8.680555555555555,Slow
Renault,Scenic E-Tech EV87 220hp,170,87.0,Lithium-ion,288.0,300.0,143,480,7.9,95.0,CCS,1100.0,545,5,FWD,JC - Medium,4470,1864,1571,SUV,https://ev-database.org/car/2069/Renault-Scenic-E-Tech-EV87-220hp,11.012658227848101,11.072261072261073,Moderate
Rolls-Royce,Spectre,250,102.0,Lithium-ion,,900.0,192,465,4.5,126.0,CCS,1558.49,380,4,AWD,I - Luxury,5453,2080,1559,Coupe,https://ev-database.org/car/1765/Rolls-Royce-Spectre,22.666666666666668,10.9375,Fast
Skoda,Elroq 50,160,52.0,Lithium-ion,192.0,310.0,149,310,9.0,90.0,CCS,1000.0,470,5,RWD,JC - Medium,4488,1884,1625,SUV,https://ev-database.org/car/3031/Skoda-Elroq-50,5.777777777777778,10.06711409395973,Slow
Skoda,Elroq 60,160,59.0,Lithium-ion,216.0,310.0,149,350,8.5,110.0,CCS,1000.0,470,5,RWD,JC - Medium,4488,1884,1625,SUV,https://ev-database.org/car/3032/Skoda-Elroq-60,6.9411764705882355,12.304250559284117,Slow
Skoda,Elroq 85,180,77.0,Lithium-ion,288.0,545.0,145,450,6.6,120.0,CCS,1000.0,470,5,RWD,JC - Medium,4488,1884,1625,SUV,https://ev-database.org/car/3033/Skoda-Elroq-85,11.666666666666668,13.793103448275863,Moderate
Skoda,Elroq RS,180,79.0,Lithium-ion,288.0,679.0,151,450,5.4,135.0,CCS,1200.0,470,5,AWD,JC - Medium,4488,1884,1608,SUV,https://ev-database.org/car/3183/Skoda-Elroq-RS,14.629629629629628,14.90066225165563,Fast
Skoda,Enyaq 60,160,59.0,Lithium-ion,216.0,310.0,145,360,8.1,110.0,CCS,1000.0,585,5,RWD,JC - Medium,4658,1879,1622,SUV,https://ev-database.org/car/3096/Skoda-Enyaq-60,7.283950617283951,12.64367816091954,Slow
Skoda,Enyaq 85,180,77.0,Lithium-ion,288.0,545.0,141,455,6.7,120.0,CCS,1000.0,585,5,RWD,JC - Medium,4658,1879,1622,SUV,https://ev-database.org/car/3097/Skoda-Enyaq-85,11.492537313432836,14.184397163120567,Moderate
Skoda,Enyaq 85x,180,77.0,Lithium-ion,288.0,679.0,150,450,6.7,120.0,CCS,1200.0,585,5,AWD,JC - Medium,4658,1879,1620,SUV,https://ev-database.org/car/3098/Skoda-Enyaq-85x,11.492537313432836,13.333333333333334,Moderate
Skoda,Enyaq Coupe 60,160,59.0,Lithium-ion,216.0,310.0,141,370,8.1,110.0,CCS,1000.0,570,5,RWD,JC - Medium,4658,1879,1623,SUV,https://ev-database.org/car/3099/Skoda-Enyaq-Coupe-60,7.283950617283951,13.002364066193854,Slow
Skoda,Enyaq Coupe 85,180,77.0,Lithium-ion,288.0,545.0,138,470,6.7,120.0,CCS,1000.0,570,5,RWD,JC - Medium,4658,1879,1623,SUV,https://ev-database.org/car/3100/Skoda-Enyaq-Coupe-85,11.492537313432836,14.492753623188406,Moderate
Skoda,Enyaq Coupe 85x,180,77.0,Lithium-ion,288.0,679.0,146,460,6.7,120.0,CCS,1200.0,570,5,AWD,JC - Medium,4658,1879,1621,SUV,https://ev-database.org/car/3101/Skoda-Enyaq-Coupe-85x,11.492537313432836,13.698630136986301,Moderate
Skoda,Enyaq Coupe RS,180,79.0,Lithium-ion,288.0,679.0,143,470,5.4,135.0,CCS,1200.0,570,5,AWD,JC - Medium,4660,1879,1608,SUV,https://ev-database.org/car/3185/Skoda-Enyaq-Coupe-RS,14.629629629629628,15.734265734265735,Fast
Skoda,Enyaq RS,180,79.0,Lithium-ion,288.0,679.0,147,460,5.4,135.0,CCS,1200.0,585,5,AWD,JC - Medium,4660,1879,1607,SUV,https://ev-database.org/car/3184/Skoda-Enyaq-RS,14.629629629629628,15.306122448979592,Fast
Skywell,BE11 Long Range,150,81.0,Lithium-ion,,320.0,166,390,9.6,50.0,CCS,1280.0,467,5,FWD,JD - Large,4720,1908,1696,SUV,https://ev-database.org/car/3065/Skywell-BE11-Long-Range,8.4375,5.02008032128514,Slow
Skywell,BE11 Standard Range,150,68.0,Lithium-ion,,320.0,149,330,9.6,50.0,CCS,1237.5,467,5,FWD,JD - Large,4720,1908,1696,SUV,https://ev-database.org/car/3064/Skywell-BE11-Standard-Range,7.083333333333334,5.592841163310962,Slow
Smart,#1 Brabus,180,62.0,Lithium-ion,,584.0,155,325,3.9,100.0,CCS,1600.0,313,5,AWD,JB - Compact,4300,1822,1636,SUV,https://ev-database.org/car/1748/Smart-1-Brabus,15.897435897435898,10.75268817204301,Super Fast
Smart,#1 Premium,180,62.0,Lithium-ion,,343.0,141,335,6.7,100.0,CCS,1600.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2053/Smart-1-Premium,9.253731343283581,11.82033096926714,Moderate
Smart,#1 Pro,180,47.0,Lithium-ion,,343.0,152,250,6.7,65.0,CCS,0.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2041/Smart-1-Pro,7.014925373134328,7.12719298245614,Moderate
Smart,#1 Pro+,180,62.0,Lithium-ion,,343.0,148,335,6.7,100.0,CCS,1600.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/1667/Smart-1-Proplus,9.253731343283581,11.26126126126126,Moderate
Smart,#1 Pulse,180,62.0,Lithium-ion,,584.0,155,325,4.5,100.0,CCS,1600.0,313,5,AWD,JB - Compact,4300,1822,1636,SUV,https://ev-database.org/car/1920/Smart-1-Pulse,13.777777777777779,10.75268817204301,Fast
Smart,#1 Pure,180,47.0,Lithium-ion,,343.0,152,250,6.7,65.0,CCS,0.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2217/Smart-1-Pure,7.014925373134328,7.12719298245614,Moderate
Smart,#1 Pure+,180,62.0,Lithium-ion,,343.0,148,335,6.7,100.0,CCS,1600.0,323,5,RWD,JB - Compact,4270,1822,1636,SUV,https://ev-database.org/car/2218/Smart-1-Pureplus,9.253731343283581,11.26126126126126,Moderate
Smart,#3 Brabus,180,62.0,Lithium-ion,,543.0,149,335,3.7,100.0,CCS,1600.0,370,5,AWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/2000/Smart-3-Brabus,16.756756756756754,11.185682326621924,Super Fast
Smart,#3 Premium,180,62.0,Lithium-ion,,343.0,136,355,5.8,110.0,CCS,1600.0,370,5,RWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/2054/Smart-3-Premium,10.689655172413794,13.480392156862745,Fast
Smart,#3 Pro,180,47.0,Lithium-ion,,343.0,145,265,5.9,65.0,CCS,0.0,370,5,RWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/2052/Smart-3-Pro,7.966101694915253,7.471264367816092,Fast
Smart,#3 Pro+,180,62.0,Lithium-ion,,343.0,143,355,5.8,110.0,CCS,1600.0,370,5,RWD,JB - Compact,4400,1844,1556,SUV,https://ev-database.org/car/1999/Smart-3-Proplus,10.689655172413794,12.820512820512821,Fast
Smart,#5 Brabus,210,94.0,Lithium-ion,,710.0,174,450,3.8,230.0,CCS,1600.0,630,5,AWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3179/Smart-5-Brabus,24.736842105263158,22.030651340996165,Super Fast
Smart,#5 Premium,200,94.0,Lithium-ion,,373.0,159,465,6.5,230.0,CCS,1600.0,630,5,RWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3143/Smart-5-Premium,14.461538461538462,24.109014675052414,Moderate
Smart,#5 Pro,200,74.4,Lithium-ion,,373.0,160,370,6.9,110.0,CCS,1600.0,630,5,RWD,JD - Large,4695,1920,1705,SUV,https://ev-database.org/car/3141/Smart-5-Pro,10.782608695652174,11.458333333333334,Moderate
